name;cores;cpumark;thread;tdp;socket;cat;cannonname
AMD Athlon II X2 B28;2;1277;1355;65;AM3;Desktop;AMD Athlon II X2 B28
AMD Athlon II X3 400e;3;1320;908;45;AM3;Desktop;AMD Athlon II X3 400e
AMD Athlon II X3 405e;3;1331;973;45;AM3;Desktop;AMD Athlon II X3 405e
AMD Athlon II X3 415e;3;1481;1028;45;AM3;Desktop;AMD Athlon II X3 415e
AMD Athlon II X3 420e;3;1557;1058;45;AM3;Desktop;AMD Athlon II X3 420e
AMD Athlon II X3 425;3;1595;1089;95;AM3;Desktop;AMD Athlon II X3 425
AMD Athlon II X3 435;3;1645;1164;95;AM3;Desktop;AMD Athlon II X3 435
AMD Athlon II X3 440;3;1734;1202;95;AM3;Desktop;AMD Athlon II X3 440
AMD Athlon II X3 445;3;1807;1254;95;AM3;Desktop;AMD Athlon II X3 445
AMD Athlon II X3 450;3;1865;1299;95;AM3;Desktop;AMD Athlon II X3 450
AMD Athlon II X3 455;3;1938;1333;95;AM3;Desktop;AMD Athlon II X3 455
AMD Athlon II X3 460;3;1965;1379;95;AM3;Desktop;AMD Athlon II X3 460
AMD Athlon II X4 553;4;2418;1204;NA;Unknown;Desktop;AMD Athlon II X4 553
AMD Athlon II X4 555;4;2526;1244;NA;Unknown;Desktop;AMD Athlon II X4 555
AMD Athlon II X4 557;4;2567;1345;160;AM3;Desktop;AMD Athlon II X4 557
AMD Athlon II X4 559;4;2652;1397;NA;Unknown;Desktop;AMD Athlon II X4 559
AMD Athlon II X4 600e;4;1795;913;45;AM3;Desktop;AMD Athlon II X4 600e
AMD Athlon II X4 605e;4;1964;1001;45;AM3;Desktop;AMD Athlon II X4 605e
AMD Athlon II X4 610e;4;1959;1039;45;AM3;Desktop;AMD Athlon II X4 610e
AMD Athlon II X4 615e;4;2000;1037;45;AM3;Desktop;AMD Athlon II X4 615e
AMD Athlon II X4 620;4;2031;1063;95;AM3;Desktop;AMD Athlon II X4 620
AMD Athlon II X4 630;4;2175;1131;95;AM3;Desktop;AMD Athlon II X4 630
AMD Athlon II X4 631 Quad-Core;4;2118;1115;100;FM1;Desktop;AMD Athlon II X4 631 Quad-Core
AMD Athlon II X4 635;4;2248;1170;95;AM3;Desktop;AMD Athlon II X4 635
AMD Athlon II X4 638 Quad-Core;4;2260;1158;65;FM1;Desktop;AMD Athlon II X4 638 Quad-Core
AMD Athlon II X4 640;4;2265;1211;95;AM3;Desktop;AMD Athlon II X4 640
AMD Athlon II X4 641 Quad-Core;4;2313;1189;100;FM1;Desktop;AMD Athlon II X4 641 Quad-Core
AMD Athlon II X4 645;4;2370;1259;95;AM3;Desktop;AMD Athlon II X4 645
AMD Athlon II X4 650;4;2457;1308;95;Unknown;Desktop;AMD Athlon II X4 650
AMD Athlon II X4 651 Quad-Core;4;2433;1269;100;FM1;Desktop;AMD Athlon II X4 651 Quad-Core
AMD Athlon II X4 655;4;2078;1473;95;AM2+ (940-pin);Desktop;AMD Athlon II X4 655
AMD Athlon L110;1;211;328;13;Unknown;Unknown;AMD Athlon L110
AMD Athlon LE-1600;1;412;430;45;AM2;Desktop;AMD Athlon LE-1600
AMD Athlon LE-1620;1;421;475;45;AM2;Desktop;AMD Athlon LE-1620
AMD Athlon LE-1640;1;430;489;45;AM2;Desktop;AMD Athlon LE-1640
AMD Athlon LE-1660;1;416;428;45;AM2;Desktop;AMD Athlon LE-1660
AMD Athlon Neo MV-40;1;281;487;15;Unknown;Unknown;AMD Athlon Neo MV-40
AMD Athlon Neo X2 Dual Core 6850e;2;456;566;22;Unknown;Unknown;AMD Athlon Neo X2 Dual Core 6850e
AMD Athlon Neo X2 Dual Core L325;2;556;567;18;Unknown;Unknown;AMD Athlon Neo X2 Dual Core L325
AMD Athlon Neo X2 Dual Core L335;2;529;570;18;Unknown;Unknown;AMD Athlon Neo X2 Dual Core L335
AMD Athlon PRO 200GE;2;3816;1768;35;AM4;Desktop;AMD Athlon PRO 200GE
AMD Athlon PRO 300GE;2;4331;1887;35;AM4;Desktop;AMD Athlon PRO 300GE
AMD Athlon PRO 300U;2;4080;1931;15;FP5;Laptop;AMD Athlon PRO 300U
AMD Athlon PRO 3045B;2;2770;1520;15;FP5;Laptop;AMD Athlon PRO 3045B
AMD Athlon Silver 3050C;2;2879;1809;15;FP5;Laptop;AMD Athlon Silver 3050C
AMD Athlon Silver 3050e;2;2901;1431;6;Unknown;Laptop;AMD Athlon Silver 3050e
AMD Athlon Silver 3050GE;2;4545;2016;35;AM4;Laptop;AMD Athlon Silver 3050GE
AMD Athlon Silver 3050U;2;2953;1694;15;FP5;Laptop;AMD Athlon Silver 3050U
AMD Athlon Silver 7120U;2;2995;1881;15;FP6;Laptop;AMD Athlon Silver 7120U
AMD Athlon Silver PRO 3125GE;2;4633;2074;35;AM4;Desktop;AMD Athlon Silver PRO 3125GE
AMD Athlon TF-20;1;265;454;15;Unknown;Unknown;AMD Athlon TF-20
AMD Athlon TF-36;1;338;349;25;Unknown;Unknown;AMD Athlon TF-36
AMD Athlon X2 215;2;996;1107;65;Unknown;Unknown;AMD Athlon X2 215
AMD Athlon X2 240;2;921;1017;65;Unknown;Unknown;AMD Athlon X2 240
AMD Athlon X2 240e;2;1015;1092;45;Unknown;Unknown;AMD Athlon X2 240e
AMD Athlon X2 250;2;855;1099;65;Unknown;Unknown;AMD Athlon X2 250
AMD Athlon X2 255;2;938;1095;65;AM2+/AM3;Unknown;AMD Athlon X2 255
AMD Athlon X2 280;2;1327;1258;65;AM3;Unknown;AMD Athlon X2 280
AMD Athlon X2 340 Dual Core;2;1333;1261;65;FM2;Desktop;AMD Athlon X2 340 Dual Core
AMD Athlon X2 370K Dual Core;1;1643;1606;65;Unknown;Unknown;AMD Athlon X2 370K Dual Core
AMD Athlon X2 450;2;1295;878;65;FM2+;Desktop;AMD Athlon X2 450
AMD Athlon X2 Dual Core 3250e;2;348;466;22;Unknown;Unknown;AMD Athlon X2 Dual Core 3250e
AMD Athlon X2 Dual Core 6850e;2;564;623;22;Unknown;Unknown;AMD Athlon X2 Dual Core 6850e
AMD Athlon X2 Dual Core BE-2300;2;570;644;45;AM2;Desktop;AMD Athlon X2 Dual Core BE-2300
AMD Athlon X2 Dual Core BE-2350;2;591;705;45;AM2;Desktop;AMD Athlon X2 Dual Core BE-2350
AMD Athlon X2 Dual Core BE-2400;2;674;749;18;FT1;Desktop;AMD Athlon X2 Dual Core BE-2400
AMD Athlon X2 Dual Core L310;2;343;403;13;S1;Laptop;AMD Athlon X2 Dual Core L310
AMD Athlon X3 425;3;1516;845;95;Unknown;Unknown;AMD Athlon X3 425
AMD Athlon X3 435;3;1781;1192;95;Unknown;Unknown;AMD Athlon X3 435
AMD Athlon X3 440;3;1438;1129;95;Unknown;Unknown;AMD Athlon X3 440
AMD Athlon X3 445;3;1626;1270;95;Unknown;Unknown;AMD Athlon X3 445
AMD Athlon X3 455;3;1783;1227;95;AM2+/AM3;Unknown;AMD Athlon X3 455
AMD Athlon X4 530;4;1786;690;25;AM1;Desktop;AMD Athlon X4 530
AMD Athlon X4 620;4;1810;1033;95;Unknown;Unknown;AMD Athlon X4 620
AMD Athlon X4 640;4;2115;1224;95;Unknown;Unknown;AMD Athlon X4 640
AMD Athlon X4 730;2;2278;937;65;FM2;Desktop;AMD Athlon X4 730
AMD Athlon X4 740 Quad Core;2;2646;1356;65;FM2;Desktop;AMD Athlon X4 740 Quad Core
AMD Athlon X4 750 Quad Core;4;2751;1510;65;FM2;Desktop;AMD Athlon X4 750 Quad Core
AMD Athlon X4 750K Quad Core;2;2879;1465;100;FM2;Unknown;AMD Athlon X4 750K Quad Core
AMD Athlon X4 760K Quad Core;2;2978;1529;100;FM2;Desktop;AMD Athlon X4 760K Quad Core
AMD Athlon X4 830;2;3018;1307;65;FM2+;Desktop;AMD Athlon X4 830
AMD Athlon X4 840;2;3331;1480;65;FM2+;Desktop;AMD Athlon X4 840
AMD Athlon X4 845;2;3767;1657;65;FM2+;Desktop;AMD Athlon X4 845
AMD Athlon X4 850;4;2756;1286;65;FM2+;Unknown;AMD Athlon X4 850
AMD Athlon X4 860K;2;3427;1520;95;FM2+;Desktop;AMD Athlon X4 860K
AMD Athlon X4 870K;2;3443;1561;95;FM2+;Desktop;AMD Athlon X4 870K
AMD Athlon X4 880K;2;3649;1622;95;FM2+;Desktop;AMD Athlon X4 880K
AMD Athlon X4 950;4;3576;1624;65;AM4;Desktop;AMD Athlon X4 950
AMD Athlon X4 970;4;3701;1680;65;AM4;Desktop;AMD Athlon X4 970
AMD Athlon XP 1500+;1;167;251;NA;Unknown;Unknown;AMD Athlon XP 1500+
AMD Athlon XP 1600+;1;174;265;NA;Unknown;Unknown;AMD Athlon XP 1600+
AMD Athlon XP 1700+;1;176;272;64;Socket A (462);Desktop;AMD Athlon XP 1700+
AMD Athlon XP 1800+;1;195;301;66;Socket A;Desktop;AMD Athlon XP 1800+
AMD Athlon XP 1900+;1;203;312;NA;Unknown;Unknown;AMD Athlon XP 1900+
AMD Athlon XP 2000+;1;195;311;70;Socket A;Desktop;AMD Athlon XP 2000+
AMD Athlon XP 2100+;1;210;327;NA;Unknown;Unknown;AMD Athlon XP 2100+
AMD Athlon XP 2200+;1;214;335;NA;Unknown;Unknown;AMD Athlon XP 2200+
AMD Athlon XP 2400+;1;234;375;NA;Unknown;Unknown;AMD Athlon XP 2400+
AMD Athlon XP 2500+;1;231;353;NA;Unknown;Unknown;AMD Athlon XP 2500+
AMD Athlon XP 2600+;1;242;380;NA;Unknown;Unknown;AMD Athlon XP 2600+
AMD Athlon XP 2700+;1;256;398;NA;Unknown;Unknown;AMD Athlon XP 2700+
AMD Athlon XP 2800+;1;260;408;89;754;Unknown;AMD Athlon XP 2800+
AMD Athlon XP 2900+;1;276;410;NA;Unknown;Unknown;AMD Athlon XP 2900+
AMD Athlon XP 3000+;1;262;396;62;Socket A;Desktop;AMD Athlon XP 3000+
AMD Athlon XP 3100+;1;282;431;NA;Unknown;Unknown;AMD Athlon XP 3100+
AMD Athlon XP 3200+;1;281;430;62;AM2;Unknown;AMD Athlon XP 3200+
AMD Athlon XP1600+;1;183;272;NA;Unknown;Unknown;AMD Athlon XP1600+
AMD Athlon XP2400+;1;243;390;NA;Unknown;Unknown;AMD Athlon XP2400+
AMD Athlon64 X2 Dual Core 4600+;2;803;755;110;AM2;Desktop;AMD Athlon64 X2 Dual Core 4600+
AMD BC-250;6;13502;2140;220;Unknown;Unknown;AMD BC-250
AMD C-30;1;178;375;9;FT1;Laptop;AMD C-30
AMD C-50;2;262;308;9;FT1;Laptop;AMD C-50
AMD C-60;2;290;354;9;Unknown;Unknown;AMD C-60
AMD C-60 APU;2;316;357;9;Unknown;Laptop, Mobile/Embedded;AMD C-60 APU
AMD C-70 APU;2;315;364;9;Unknown;Laptop, Mobile/Embedded;AMD C-70 APU
AMD Custom APU 0932;4;9394;2230;15;Unknown;Mobile/Embedded;AMD Custom APU 0932
AMD E-240;1;195;403;18;FT1;Laptop;AMD E-240
AMD E-300 APU;2;336;394;18;FT1;Laptop;AMD E-300 APU
AMD E-350;2;430;489;18;FT1;Desktop, Laptop;AMD E-350
AMD E-350 APU;2;423;490;18;FT1 BGA;Desktop, Laptop;AMD E-350 APU
AMD E-350D APU;2;486;523;18;Unknown;Laptop, Mobile/Embedded;AMD E-350D APU
AMD E-450 APU;2;438;497;18;FT1;Laptop;AMD E-450 APU
AMD E1 Micro-6200T APU;2;600;498;3.95;FT3b;Laptop;AMD E1 Micro-6200T APU
AMD E1-1200 APU;2;380;429;18;FT1;Laptop;AMD E1-1200 APU
AMD E1-1500 APU;2;385;450;18;FT1;Laptop;AMD E1-1500 APU
AMD E1-2100 APU;2;411;324;9;FT3;Laptop;AMD E1-2100 APU
AMD E1-2200 APU;2;474;368;9;FT3;Laptop;AMD E1-2200 APU
AMD E1-2500 APU;2;593;451;15;FT3;Laptop;AMD E1-2500 APU
AMD E1-6010 APU;2;544;428;10;FT3b;Laptop;AMD E1-6010 APU
AMD E1-6015 APU;2;584;452;NA;BGA769 (FT3b);Laptop;AMD E1-6015 APU
AMD E1-6050J APU;2;1385;787;10;Unknown;Unknown;AMD E1-6050J APU
AMD E1-7010 APU;2;611;486;10;BGA769 (FT3b);Laptop;AMD E1-7010 APU
AMD E2-1800 APU;2;451;526;18;FT1;Desktop;AMD E2-1800 APU
AMD E2-2000 APU;2;496;538;18;BGA413,FT1;Laptop;AMD E2-2000 APU
AMD E2-3000 APU;2;743;532;15;FT3;Laptop;AMD E2-3000 APU
AMD E2-3000M APU;2;668;731;35;FS1;Laptop;AMD E2-3000M APU
AMD E2-3200 APU;2;986;978;65;FM1;Desktop;AMD E2-3200 APU
AMD E2-3800 APU;4;1138;435;15;FT3;Laptop;AMD E2-3800 APU
AMD E2-6110 APU;4;1229;488;15;AM1,FT3b;Laptop;AMD E2-6110 APU
AMD E2-7015;2;611;480;NA;Unknown;Laptop;AMD E2-7015
AMD E2-7015 APU;2;653;505;NA;Unknown;Laptop;AMD E2-7015 APU
AMD E2-7110 APU;4;1508;607;15;FP4 BGA;Laptop;AMD E2-7110 APU
AMD E2-9000;2;956;819;10;Unknown;Laptop;AMD E2-9000
AMD E2-9000e;2;885;744;6;Unknown;Laptop;AMD E2-9000e
AMD E2-9010;2;1073;906;15;FP4;Laptop;AMD E2-9010
AMD E2-9030;2;983;860;NA;BGA (FT4);Desktop;AMD E2-9030
AMD Embedded G-Series GX-215JJ Radeon R2E;2;1094;877;10;FP4;Laptop, Mobile/Embedded;AMD Embedded G-Series GX-215JJ Radeon R2E
AMD Embedded G-Series GX-224IJ Radeon R4E;2;1271;1119;15;FP4;Laptop, Mobile/Embedded;AMD Embedded G-Series GX-224IJ Radeon R4E
AMD Embedded G-Series GX-420GI Radeon R7E;4;1602;848;16.1;FP4;Laptop, Mobile/Embedded;AMD Embedded G-Series GX-420GI Radeon R7E
AMD Embedded R-Series RX-216GD;2;1628;1313;15;BGA (FP4);Laptop, Mobile/Embedded;AMD Embedded R-Series RX-216GD
AMD Embedded R-Series RX-418GD Radeon R6;4;3426;1467;35;FP4;Laptop, Mobile/Embedded;AMD Embedded R-Series RX-418GD Radeon R6
AMD Embedded R-Series RX-421BD;4;3302;1477;35;BGA (FP4);Laptop, Mobile/Embedded;AMD Embedded R-Series RX-421BD
AMD Embedded R-Series RX-421ND;4;3024;1337;35;FP4;Mobile/Embedded;AMD Embedded R-Series RX-421ND
AMD EPYC 3101 4-Core;4;6050;1787;NA;Unknown;Server;AMD EPYC 3101 4-Core
AMD EPYC 3151;4;8306;1873;45;SP4r2;Server;AMD EPYC 3151
AMD EPYC 3201;8;8672;1564;30;SP4r2;Server;AMD EPYC 3201
AMD EPYC 3251;8;13681;1815;50;SP4r2;Server;AMD EPYC 3251
AMD EPYC 3451;16;19532;1700;NA;Unknown;Server;AMD EPYC 3451
AMD EPYC 4124P;4;18174;3891;65;AM5;Server;AMD EPYC 4124P
AMD EPYC 4244P;6;27164;3858;65;AM5;Server;AMD EPYC 4244P
AMD EPYC 4245P;6;31316;4603;65;AM5;Server;AMD EPYC 4245P
AMD EPYC 4344P;8;33771;3616;65;AM5;Server;AMD EPYC 4344P
AMD EPYC 4345P;8;27497;4163;65;AM5;Server;AMD EPYC 4345P
AMD EPYC 4364P;8;34811;3661;105;AM5;Server;AMD EPYC 4364P
AMD EPYC 4464P;12;47185;4135;NA;AM5;Server;AMD EPYC 4464P
AMD EPYC 4465P;12;50275;4613;65;AM5;Server;AMD EPYC 4465P
AMD EPYC 4484PX;12;50547;4119;120;AM5;Server;AMD EPYC 4484PX
AMD EPYC 4545P;16;55020;4521;65;AM5;Server;AMD EPYC 4545P
AMD EPYC 4564P;16;64398;4283;170;AM5;Server;AMD EPYC 4564P
AMD EPYC 4565P;16;64068;4740;170;AM5;Server;AMD EPYC 4565P
AMD EPYC 4584PX;16;60169;3964;120;AM5;Server;AMD EPYC 4584PX
AMD EPYC 4585PX;16;70474;4697;170;AM5;Server;AMD EPYC 4585PX
AMD EPYC 7203P;8;22017;2537;120;SP3;Server;AMD EPYC 7203P
AMD EPYC 7232P;8;17712;1782;120;SP3;Server;AMD EPYC 7232P
AMD EPYC 7251;8;14935;1671;120;SP3;Server;AMD EPYC 7251
AMD EPYC 7252;8;19411;2020;120;SP3;Server;AMD EPYC 7252
AMD EPYC 7261;8;11149;1005;155;SP3;Server;AMD EPYC 7261
AMD EPYC 7262;8;20779;2041;155;SP3;Server;AMD EPYC 7262
AMD EPYC 7272;12;25161;1886;120;SP3;Server;AMD EPYC 7272
AMD EPYC 7281;16;21621;1626;155;SP3;Server;AMD EPYC 7281
AMD EPYC 7282;16;30106;1952;120;SP3;Server;AMD EPYC 7282
AMD EPYC 72F3;8;27252;3070;180;SP3;Server;AMD EPYC 72F3
AMD EPYC 7301;16;14991;1363;155;SP3;Server;AMD EPYC 7301
AMD EPYC 7302;16;33499;2024;155;SP3;Server;AMD EPYC 7302
AMD EPYC 7302P;16;32690;1893;155;SP3;Server;AMD EPYC 7302P
AMD EPYC 7303;16;28572;1460;130;SP3;Server;AMD EPYC 7303
AMD EPYC 7303P;16;36487;2517;130;SP3;Server;AMD EPYC 7303P
AMD EPYC 7313;16;38938;2434;155;SP3;Server;AMD EPYC 7313
AMD EPYC 7313P;16;41017;2632;155;SP3;Server;AMD EPYC 7313P
AMD EPYC 7343;16;43644;2740;190;SP3;Server;AMD EPYC 7343
AMD EPYC 7351;16;23226;1803;155;SP3;Server;AMD EPYC 7351
AMD EPYC 7351P;16;24871;1721;155;SP3;Server;AMD EPYC 7351P
AMD EPYC 7352;24;40370;1979;155;SP3;Server;AMD EPYC 7352
AMD EPYC 7371;16;28780;2302;NA;SP3;Server;AMD EPYC 7371
AMD EPYC 73F3;16;46103;2883;240;SP3;Server;AMD EPYC 73F3
AMD EPYC 7401P;24;27836;1680;155;SP3;Server;AMD EPYC 7401P
AMD EPYC 7402;24;46012;2129;180;SP3;Server;AMD EPYC 7402
AMD EPYC 7402P;24;43759;2017;180;SP3;Server;AMD EPYC 7402P
AMD EPYC 7413;24;50641;2400;180;SP3;Server;AMD EPYC 7413
AMD EPYC 7443;24;56743;2927;200;SP3;Server;AMD EPYC 7443
AMD EPYC 7443P;24;56798;2895;200;SP3;Server;AMD EPYC 7443P
AMD EPYC 7451;24;26639;1947;180;SP3;Server;AMD EPYC 7451
AMD EPYC 7452;32;45764;1991;155;SP3;Server;AMD EPYC 7452
AMD EPYC 7453;28;48453;2533;225;SP3;Server;AMD EPYC 7453
AMD EPYC 7473X;24;59280;2751;240;SP3;Server;AMD EPYC 7473X
AMD EPYC 74F3;24;60666;2942;240;SP3;Server;AMD EPYC 74F3
AMD EPYC 7501;32;24925;1925;155;SP3;Server;AMD EPYC 7501
AMD EPYC 7502;32;52107;2069;180;SP3;Server;AMD EPYC 7502
AMD EPYC 7502P;32;51206;2029;180;SP3;Server;AMD EPYC 7502P
AMD EPYC 7513;32;59331;2479;200;SP3;Server;AMD EPYC 7513
AMD EPYC 7532;32;50726;2013;200;SP3;Server;AMD EPYC 7532
AMD EPYC 7542;32;45359;2008;225;SP3;Server;AMD EPYC 7542
AMD EPYC 7543;32;62952;2453;240;SP3;Server;AMD EPYC 7543
AMD EPYC 7543P;32;66590;2737;225;SP3;Server;AMD EPYC 7543P
AMD EPYC 7551;32;25844;1706;180;SP3;Server;AMD EPYC 7551
AMD EPYC 7551P;32;38236;1773;180;SP3;Server;AMD EPYC 7551P
AMD EPYC 7552;48;57414;1913;200;SP3;Server;AMD EPYC 7552
AMD EPYC 7571;32;28574;1855;120;SP3;Server;AMD EPYC 7571
AMD EPYC 7573X;32;69432;2674;280;SP3;Server;AMD EPYC 7573X
AMD EPYC 75F3;32;64505;2414;280;SP3;Server;AMD EPYC 75F3
AMD EPYC 7601;32;35059;1900;180;SP3;Server;AMD EPYC 7601
AMD EPYC 7642;48;58795;2052;225;SP3;Server;AMD EPYC 7642
AMD EPYC 7643;48;76050;2691;225;SP3;Server;AMD EPYC 7643
AMD EPYC 7643P;48;77307;2655;225;SP3;Server;AMD EPYC 7643P
AMD EPYC 7662;64;72298;2102;225;SP3;Server;AMD EPYC 7662
AMD EPYC 7663;56;82120;2606;240;SP3;Server;AMD EPYC 7663
AMD EPYC 7702;64;69060;2072;200;SP3;Server;AMD EPYC 7702
AMD EPYC 7702P;64;63342;2068;200;SP3;Server;AMD EPYC 7702P
AMD EPYC 7713;64;83018;2647;225;SP3;Server;AMD EPYC 7713
AMD EPYC 7713P;64;81582;2622;225;SP3;Server;AMD EPYC 7713P
AMD EPYC 7742;64;69477;2113;225;SP3;Server;AMD EPYC 7742
AMD EPYC 7763;64;84675;2520;280;SP3;Server;AMD EPYC 7763
AMD EPYC 7773X;64;91340;2561;280;SP3;Server;AMD EPYC 7773X
AMD EPYC 7B12;64;66044;1927;240;SP3;Server;AMD EPYC 7B12
AMD EPYC 7B13;64;78064;2534;240;Unknown;Server;AMD EPYC 7B13
AMD EPYC 7C13;64;76363;2610;NA;Unknown;Server;AMD EPYC 7C13
AMD EPYC 7D12;32;42285;1890;85;Unknown;Server;AMD EPYC 7D12
AMD EPYC 7F32;8;23253;2379;180;SP3;Server;AMD EPYC 7F32
AMD EPYC 7F52;16;41322;2507;240;SP3;Server;AMD EPYC 7F52
AMD EPYC 7F72;24;52840;2387;240;SP3;Server;AMD EPYC 7F72
AMD EPYC 7H12;64;69633;1774;280;SP3;Server;AMD EPYC 7H12
AMD EPYC 7J13;64;84786;2450;NA;Unknown;Server;AMD EPYC 7J13
AMD EPYC 7K23;48;81183;2788;NA;Unknown;Server;AMD EPYC 7K23
AMD EPYC 7K62;48;59533;2010;NA;SP3;Server;AMD EPYC 7K62
AMD EPYC 7R12;48;48934;2079;200;SP3;Server;AMD EPYC 7R12
AMD EPYC 7R13;48;79046;2606;NA;Unknown;Server;AMD EPYC 7R13
AMD EPYC 7R32;48;63969;2004;NA;Unknown;Server;AMD EPYC 7R32
AMD EPYC 7R43;64;83535;2551;280;SP3;Server;AMD EPYC 7R43
AMD EPYC 7T83;64;81757;2462;280;SP3;Server;AMD EPYC 7T83
AMD EPYC 7V12;64;70622;2054;240;SP3;Server;AMD EPYC 7V12
AMD EPYC 7V13;64;81764;2708;240;SP3;Server;AMD EPYC 7V13
AMD EPYC 8024P;8;20455;2369;90;SP6;Server;AMD EPYC 8024P
AMD EPYC 8124P;16;36061;2282;125;SP6;Server;AMD EPYC 8124P
AMD EPYC 8224P;24;45421;2339;160;SP6;Server;AMD EPYC 8224P
AMD EPYC 8324P;32;57127;2367;180;SP6;Server;AMD EPYC 8324P
AMD EPYC 8324PN 32-Core;8;8375;1232;130;Unknown;Desktop;AMD EPYC 8324PN 32-Core
AMD EPYC 8434P;48;66490;2448;200;SP6;Server;AMD EPYC 8434P
AMD EPYC 8534P;64;71900;2441;200;SP6;Server;AMD EPYC 8534P
AMD EPYC 9115;16;47963;3271;125;SP5;Server;AMD EPYC 9115
AMD EPYC 9124;16;43697;2703;200;SP5;Server;AMD EPYC 9124
AMD EPYC 9135;16;57808;3672;200;SP5;Server;AMD EPYC 9135
AMD EPYC 9174F;16;54869;3366;320;SP5;Server;AMD EPYC 9174F
AMD EPYC 9175F;16;65894;4250;320;SP5;Server;AMD EPYC 9175F
AMD EPYC 9184X;16;47665;2822;320;SP5;Server;AMD EPYC 9184X
AMD EPYC 9224;24;48573;2476;200;SP5;Server;AMD EPYC 9224
AMD EPYC 9254;24;64344;3009;200;SP5;Server;AMD EPYC 9254
AMD EPYC 9255;24;75809;3653;200;SP5;Server;AMD EPYC 9255
AMD EPYC 9274F;24;73982;3373;NA;SP5;Server;AMD EPYC 9274F
AMD EPYC 9275F;24;84620;3810;320;SP5;Server;AMD EPYC 9275F
AMD EPYC 9334;32;65568;2508;NA;SP5;Server;AMD EPYC 9334
AMD EPYC 9354;32;73892;2687;280;SP5;Server;AMD EPYC 9354
AMD EPYC 9354P;32;74832;2768;280;SP5;Server;AMD EPYC 9354P
AMD EPYC 9355P;32;97249;3742;280;SP5;Server;AMD EPYC 9355P
AMD EPYC 9374F;32;82009;3135;320;SP5;Server;AMD EPYC 9374F
AMD EPYC 9375F;32;95768;3762;320;SP5;Server;AMD EPYC 9375F
AMD EPYC 9384X;32;72121;3006;320;SP5;Server;AMD EPYC 9384X
AMD EPYC 9454;48;87961;2807;290;SP5;Server;AMD EPYC 9454
AMD EPYC 9454P;48;94665;2988;290;SP5;Server;AMD EPYC 9454P
AMD EPYC 9455P;48;116822;3749;300;SP5;Server;AMD EPYC 9455P
AMD EPYC 9474F;48;102255;3155;360;SP5;Server;AMD EPYC 9474F
AMD EPYC 9475F;48;122476;3779;4000;SP5;Server;AMD EPYC 9475F
AMD EPYC 9534;64;89077;2786;280;SP5;Server;AMD EPYC 9534
AMD EPYC 9554;64;103755;2903;360;SP5;Server;AMD EPYC 9554
AMD EPYC 9554P;64;104920;2737;360;SP5;Server;AMD EPYC 9554P
AMD EPYC 9555P;64;135441;3736;360;SP5;Server;AMD EPYC 9555P
AMD EPYC 9565;72;135221;3696;400;SP5;Server;AMD EPYC 9565
AMD EPYC 9575F;64;146989;4141;400;SP5;Server;AMD EPYC 9575F
AMD EPYC 9634;84;107944;2924;290;SP5;Server;AMD EPYC 9634
AMD EPYC 9654;96;119246;2898;360;SP5;Server;AMD EPYC 9654
AMD EPYC 9654P;96;116324;2731;360;SP5;Server;AMD EPYC 9654P
AMD EPYC 9655;96;156110;3847;400;SP5;Server;AMD EPYC 9655
AMD EPYC 9655P;96;160490;3849;400;SP5;Server;AMD EPYC 9655P
AMD EPYC 9684X;96;122017;2892;400;SP5;Server;AMD EPYC 9684X
AMD EPYC 9734;112;102286;2310;340;SP5;Server;AMD EPYC 9734
AMD EPYC 9745;128;130698;2806;400;SP5;Server;AMD EPYC 9745
AMD EPYC 9754;128;98450;2308;360;SP5;Server;AMD EPYC 9754
AMD EPYC 9755;128;166328;3503;500;SP5;Server;AMD EPYC 9755
AMD EPYC 9845;160;152985;3144;390;SP5;Server;AMD EPYC 9845
AMD EPYC 9965;192;160778;3210;500;SP5;Server;AMD EPYC 9965
AMD EPYC 9B14;96;126257;2900;NA;Unknown;Server;AMD EPYC 9B14
AMD EPYC 9B45;32;158790;3540;390;SP5;Server;AMD EPYC 9B45
AMD EPYC 9D25 126-Core;126;114275;2481;NA;Unknown;Unknown;AMD EPYC 9D25 126-Core
AMD EPYC 9J14;96;124637;2903;NA;SP5;Server;AMD EPYC 9J14
AMD EPYC 9R14;96;116475;2920;NA;Unknown;Server;AMD EPYC 9R14
AMD EPYC 9R45;2;6922;3807;NA;Unknown;Server;AMD EPYC 9R45
AMD EPYC 9V74;80;117606;2888;400;SP5;Server;AMD EPYC 9V74
AMD EPYC Embedded 7292P;16;30542;2091;NA;Unknown;Server;AMD EPYC Embedded 7292P
AMD EPYC Embedded 8224P;24;48869;2357;160;SP6;Server, Mobile/Embedded;AMD EPYC Embedded 8224P
AMD EPYC Embedded 9755;128;164010;3508;500;Unknown;Mobile/Embedded;AMD EPYC Embedded 9755
AMD FirePro A320 APU;4;2153;1193;100;FM2;Desktop;AMD FirePro A320 APU
AMD FX-4100 Quad-Core;2;2628;1288;95;AM3+;Desktop;AMD FX-4100 Quad-Core
AMD FX-4130 Quad-Core;2;2723;1350;125;AM3+;Desktop;AMD FX-4130 Quad-Core
AMD FX-4150 Quad-Core;4;3327;1465;125;AM3+;Desktop;AMD FX-4150 Quad-Core
AMD FX-4170 Quad-Core;2;3059;1485;125;AM3+;Desktop;AMD FX-4170 Quad-Core
AMD FX-4200 Quad-Core;4;3119;1313;125;AM3+;Desktop;AMD FX-4200 Quad-Core
